Name,MP,SP,Unknown #1,Target Effect,Strength,Power,AD,Target Type,Normal Attack Flag,Distance,Accuracy,Range,Cast Time,Recovery Time,Animation,Knockdown,IP Stun,IP Cancel Stun,Knockback,Element,Element Strength,Ailments,Ailments Chance,Attack Modifier,Defense Modifier,Action Modifier,Movement Modifier,Special
Spark Press,0,25,34,Physical Damage,180,300,300,One Enemy,False,0,0,0,180,13000,Physical Attack,True,2000,4000,0,Lightning,8,4,50,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,150,230,100,One Enemy,True,400,100,0,30,9999,Physical Attack,False,0,0,80,Fire,0,4,15,0,0,0,0,0
Spark Press,0,25,34,Physical Damage,180,300,300,One Enemy,False,0,0,0,180,13000,Physical Attack,True,2000,4000,0,Lightning,8,4,50,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,185,270,170,One Enemy,True,100,110,0,60,9999,Physical Attack,True,0,0,150,Blizzard,5,0,0,0,0,0,0,0
Freezing Breath,0,36,1,Physical Damage,185,400,240,All Enemies,False,0,0,600,180,13000,Physical Attack,False,3500,5000,120,Blizzard,9,0,0,0,0,-1,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,215,300,200,One Enemy,True,80,120,0,30,8000,Physical Attack,False,0,0,60,Fire,6,0,0,0,0,0,0,0
Buster Horn,0,56,31,Physical Damage,215,400,350,One Enemy,False,0,0,0,180,13000,Physical Attack,True,4000,7000,0,Fire,9,64,70,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,145,240,120,One Enemy,True,120,100,0,60,9999,Physical Attack,False,0,0,50,Fire,0,0,0,0,0,0,0,0
Lunacy Egg,0,38,27,Physical Damage,145,210,210,One Enemy,False,0,0,0,210,13000,Physical Attack,False,1500,3000,30,Fire,0,8,50,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,190,230,190,One Enemy,True,163,100,0,60,9999,Physical Attack,False,0,0,50,Fire,8,0,0,0,0,0,0,0
Burning Sun,0,22,32,Physical Damage,190,370,240,One Enemy,False,0,0,0,210,13000,Physical Attack,True,2500,4000,150,Fire,8,0,0,0,0,0,0,0
Berserk Launch,0,40,4,Physical Damage,225,300,200,One Enemy,False,0,0,0,180,14000,Physical Attack,True,1000,0,80,Fire,0,24,50,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,200,250,270,One Enemy,True,116,100,0,60,9999,Physical Attack,False,0,0,60,Fire,5,0,0,0,0,0,0,0
Beat Spiral,0,33,30,Physical Damage,200,430,260,Area Enemies,False,0,0,400,150,13000,Physical Attack,True,500,0,100,Fire,8,0,0,0,0,0,0,0
Hyper Buster,0,45,8,Physical Damage,200,600,230,One Enemy,False,0,0,0,120,15000,Physical Attack,False,3000,7500,1000,Fire,5,0,0,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,180,240,140,One Enemy,True,20,100,0,60,9999,Physical Attack,False,0,0,50,Fire,0,0,0,0,0,0,0,0
Plague Net,0,22,4,Physical Damage,180,250,290,One Enemy,False,0,0,0,180,13000,Physical Attack,False,1000,3000,0,Fire,0,16,80,0,0,0,-2,0
Hyper Buster,0,45,8,Physical Damage,200,600,230,One Enemy,False,0,0,0,120,15000,Physical Attack,False,3000,7500,1000,Fire,5,0,0,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,215,280,260,One Enemy,True,50,100,0,60,9999,Physical Attack,False,0,0,60,Fire,6,0,0,0,0,0,0,0
Napalm Fruit,0,39,6,Physical Damage,215,400,300,Area Enemies,False,0,0,500,150,13000,Physical Attack,False,1000,0,50,Fire,8,0,0,0,0,0,0,0
Hyper Buster,0,45,8,Physical Damage,200,600,230,One Enemy,False,0,0,0,120,15000,Physical Attack,False,3000,7500,1000,Fire,5,0,0,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,90,170,100,One Enemy,True,59,100,0,60,9999,Physical Attack,False,0,0,50,Earth,7,0,0,0,0,0,0,0
Sleep Dance,0,18,36,Physical Damage,90,210,100,One Enemy,False,0,0,0,210,13000,Physical Attack,True,1000,3000,0,Earth,8,2,75,0,0,0,0,0
Hyper Buster,0,45,8,Physical Damage,200,600,230,One Enemy,False,0,0,0,120,15000,Physical Attack,False,3000,7500,1000,Fire,5,0,0,0,0,0,0,0
Tremor,15,0,1,Magical Damage,225,260,150,Area Enemies,False,0,0,600,120,12000,Tremor,False,2000,0,50,Earth,10,0,0,0,0,0,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,215,280,180,One Enemy,True,100,100,0,30,9999,Physical Attack,False,0,0,80,Blizzard,7,0,0,0,0,0,0,0
Crackle,16,0,6,Magical Damage,215,350,170,One Enemy,False,0,0,0,180,13000,Crackle,True,4000,0,50,Blizzard,10,0,0,0,0,0,0,0
Freeze!,5,0,2,Enemy Buff/Debuff,0,0,0,All Enemies,False,0,0,0,120,11000,Freeze!,False,0,0,0,Fire,0,0,0,0,0,0,-1,0
Cold,8,0,1,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,150,12000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,170,250,200,One Enemy,True,44,120,0,60,9999,Physical Attack,False,0,0,60,Earth,4,0,0,0,0,0,0,0
Acid Spray,0,27,23,Physical Damage,170,230,150,One Enemy,False,0,0,0,150,12000,Physical Attack,False,1000,0,30,Earth,9,16,50,0,0,0,0,0
Terra Break,0,45,24,Physical Damage,170,300,300,One Enemy,False,0,0,0,180,15000,Physical Attack,True,3500,7000,300,Earth,7,0,0,0,0,0,0,0
Cold,8,0,1,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,150,12000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,230,340,280,One Enemy,True,80,120,0,30,8000,Physical Attack,True,0,0,120,Blizzard,5,0,0,0,0,0,0,0
Freeze Down,0,33,1,Physical Damage,230,510,360,One Enemy,False,0,0,0,120,14000,Physical Attack,False,2000,4000,50,Blizzard,6,2,80,0,0,0,0,0
Blizzard Rise,0,44,8,Physical Damage,230,750,140,Area Enemies,False,0,0,800,90,12000,Physical Attack,False,1000,0,30,Blizzard,8,0,0,0,0,-1,0,0
Cold,8,0,1,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,150,12000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,195,230,220,One Enemy,True,140,100,0,60,9999,Physical Attack,False,0,0,50,Lightning,6,0,0,0,0,0,0,0
Block Needle,0,31,31,Physical Damage,195,300,360,One Enemy,False,0,0,0,150,14000,Physical Attack,True,2000,3000,30,Fire,0,64,30,0,0,0,0,0
Zap!,24,0,34,Magical Damage,195,140,270,Area Enemies,False,0,0,600,120,12000,Zap!,False,1000,0,50,Lightning,10,4,15,0,0,0,0,0
Cold,8,0,1,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,150,12000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Alhealer,18,0,2,Restore HP(MEN),0,4000,100,All Allies,False,0,0,0,150,11000,Alhealer,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,200,370,120,One Enemy,True,2,150,0,60,9999,Physical Attack,False,0,0,50,Blizzard,5,0,0,0,0,0,0,0
Snowflakes,0,36,27,Physical Damage,200,460,240,All Enemies,False,0,0,0,180,15000,Physical Attack,False,1500,3000,100,Blizzard,9,0,0,0,0,0,-2,0
Fiora,12,0,31,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,120,12000,Fiora,False,0,0,0,Fire,0,64,60,0,0,0,0,0
Crackle,16,0,1,Magical Damage,200,430,275,One Enemy,False,0,0,0,150,13000,Crackle,True,4000,0,50,Blizzard,10,0,0,0,0,0,0,0
Cold,7,0,25,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,90,11000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Attack,0,0,1,Physical Damage,200,270,160,One Enemy,True,30,100,0,60,9999,Physical Attack,False,0,0,50,Wind,6,0,0,0,0,0,0,0
Shhh!,10,0,7,Enemy Buff/Debuff,0,0,0,Area Enemies,False,0,0,400,90,11000,Shhh!,False,0,0,0,Fire,0,32,60,0,0,0,0,0
Howlslash,14,0,4,Magical Damage,200,230,225,Enemy Line,False,0,0,300,150,13000,Howlslash,True,1500,0,200,Wind,10,0,0,0,0,0,0,0
Howlnado,45,0,2,Magical Damage,200,360,225,All Enemies,False,0,0,0,180,15000,Howlnado,True,1000,0,0,Wind,10,8,30,0,0,0,0,11
Cold,7,0,25,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,90,11000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Attack,0,0,1,Physical Damage,215,280,200,One Enemy,True,500,100,0,60,9999,Physical Attack,False,0,0,100,Lightning,5,4,10,0,0,0,0,0
Mana Capture,0,26,41,Magical Damage,215,250,10,One Enemy,False,0,0,0,150,13000,Physical Attack,False,2500,0,120,Fire,0,0,0,0,0,0,0,50
Spark Spine,0,37,7,Physical Damage,215,390,400,Area Enemies,False,0,0,400,180,15000,Physical Attack,False,1500,2000,50,Lightning,8,4,30,0,0,0,0,0
Zap All,36,0,2,Magical Damage,215,230,300,All Enemies,False,0,0,0,120,12000,Zap All,True,1000,0,80,Lightning,10,4,15,0,0,0,0,0
Cold,7,0,25,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,90,11000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Attack,0,0,1,Physical Damage,130,150,70,One Enemy,True,50,110,0,60,9999,Physical Attack,False,0,0,30,Lightning,6,0,0,0,0,0,0,0
Stram,6,0,1,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,120,12000,Stram,False,0,0,0,Fire,0,0,0,-2,0,0,0,0
Zap!,24,0,34,Magical Damage,130,100,150,Area Enemies,False,0,0,600,180,13000,Zap!,False,1000,0,50,Lightning,10,4,15,0,0,0,0,0
Zap All,36,0,2,Magical Damage,215,230,300,All Enemies,False,0,0,0,120,12000,Zap All,True,1000,0,80,Lightning,10,4,15,0,0,0,0,0
Cold,7,0,25,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,90,11000,Cold,False,0,0,0,Fire,0,0,0,0,0,-2,0,0
Attack,0,0,1,Physical Damage,200,320,250,One Enemy,True,8,200,0,30,9999,Physical Attack,False,2500,5000,50,Fire,6,0,0,0,0,0,0,0
Burnflame,16,0,1,Magical Damage,200,280,250,Area Enemies,False,0,0,600,120,12000,Burnflame,False,0,0,50,Fire,10,0,0,0,0,0,0,0
Burnstrike,20,0,1,Magical Damage,200,560,250,One Enemy,False,0,0,0,180,15000,Burnstrike,False,0,0,80,Fire,10,0,0,0,0,0,0,0
BOOM!,22,0,1,Magical Damage,200,450,200,Area Enemies,False,0,0,600,150,13000,BOOM!,True,2000,0,120,Fire,0,0,0,0,0,0,0,0
BA-BOOM!,75,0,2,Magical Damage,200,2170,200,All Enemies,False,0,0,0,180,17000,BA-BOOM!,True,2000,0,150,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,195,270,250,One Enemy,True,130,120,0,30,9999,Physical Attack,False,0,0,50,Lightning,5,0,0,0,0,0,0,0
Lightning Ball,0,42,34,Physical Damage,195,510,200,Area Enemies,False,0,0,400,150,15000,Physical Attack,True,2000,4000,180,Lightning,8,4,25,0,0,0,0,0
Stram,6,0,21,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,90,11000,Stram,False,0,0,0,Fire,0,0,0,-2,0,0,0,0
DragonZap,58,0,1,Magical Damage,195,420,350,Enemy Line,False,0,0,300,210,14000,DragonZap,True,1500,0,120,Lightning,10,4,20,0,0,0,0,0
BA-BOOM!,75,0,2,Magical Damage,200,2170,200,All Enemies,False,0,0,0,180,17000,BA-BOOM!,True,2000,0,150,Fire,0,0,0,0,0,0,0,0
Attack,0,0,1,Physical Damage,235,340,120,One Enemy,True,80,120,0,30,8000,Physical Attack,False,0,0,50,Lightning,4,0,0,0,0,0,0,0
Killer Voltage,0,38,4,Physical Damage,235,520,150,Enemy Line,False,0,0,150,150,14000,Physical Attack,True,2500,5000,120,Lightning,10,4,25,-1,-1,-1,-1,0
Spark Slice,0,46,1,Physical Damage,235,410,290,Area Around Self,False,0,0,600,90,12000,Physical Attack,False,1000,3000,100,Lightning,7,4,20,0,0,0,0,0
Snooze,5,0,2,Enemy Buff/Debuff,0,0,0,All Enemies,False,0,0,0,120,13000,Snooze,False,0,0,0,Fire,0,2,40,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Attack,0,0,1,Physical Damage,240,500,150,One Enemy,True,250,180,0,30,9999,Physical Attack,False,0,0,120,Fire,0,0,0,0,0,0,0,0
Magna Boring,0,70,1,Physical Damage,240,430,270,One Enemy,False,0,0,0,180,15000,Physical Attack,True,4000,0,150,Fire,0,96,65,0,0,0,0,0
Magna Ripper,0,50,1,Physical Damage,240,350,600,One Enemy,False,0,0,0,150,13000,Physical Attack,False,3000,5000,80,Fire,0,0,0,0,0,0,0,0
BOOM!,22,0,1,Magical Damage,240,450,200,Area Enemies,False,0,0,600,90,12000,BOOM!,True,2000,0,120,Fire,0,0,0,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Attack,0,0,1,Physical Damage,240,600,100,One Enemy,True,200,100,0,30,9999,Physical Attack,False,0,0,150,Fire,0,0,0,0,0,0,0,0
Magna Boring,0,70,1,Physical Damage,240,430,270,One Enemy,False,0,0,0,180,15000,Physical Attack,True,4000,0,150,Fire,0,96,65,0,0,0,0,0
Magna Ripper,0,50,1,Physical Damage,240,350,600,One Enemy,False,0,0,0,150,13000,Physical Attack,False,3000,5000,80,Fire,0,0,0,0,0,0,0,0
BOOM!,22,0,1,Magical Damage,240,450,200,Area Enemies,False,0,0,600,90,12000,BOOM!,True,2000,0,120,Fire,0,0,0,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Attack,0,0,1,Physical Damage,50,115,50,One Enemy,True,20,100,0,60,9999,Physical Attack,False,0,0,50,Fire,0,0,0,0,0,0,0,0
Web Trap,0,12,4,Physical Damage,50,120,100,One Enemy,False,0,0,0,420,12000,Physical Attack,False,1500,3000,0,Fire,0,0,0,0,0,0,-1,0
Power Crush,0,34,9,Physical Damage,125,380,100,One Enemy,False,0,0,0,270,15000,Physical Attack,True,3000,5000,700,Wind,4,64,50,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
,0,0,0,None,0,0,0,None,False,0,0,0,0,0,Physical Attack,False,0,0,0,Fire,0,0,0,0,0,0,0,0
Combo,0,0,37,Physical Damage,55,120,60,One Enemy,True,50,110,0,30,9999,Physical Attack,False,0,0,80,Fire,0,0,0,0,0,0,0,0
Burn!,6,0,37,Magical Damage,55,110,100,One Enemy,False,0,0,0,75,12000,Burn!,False,0,0,80,Fire,10,0,0,0,0,0,0,0
Stram,6,0,37,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,65,11000,Stram,False,0,0,0,Fire,0,0,0,-2,0,0,0,0
Zap!,24,0,37,Magical Damage,55,110,150,Area Enemies,False,0,0,600,125,13000,Zap!,False,1000,0,50,Lightning,10,4,100,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Combo,0,0,37,Physical Damage,80,180,100,One Enemy,True,170,120,0,30,9999,Physical Attack,False,0,0,100,Fire,0,0,0,0,0,0,0,0
Beast-Fang Cut,0,26,37,Physical Damage,80,230,200,One Enemy,False,0,0,0,240,13000,Physical Attack,True,3000,6000,150,Fire,0,0,0,0,0,0,0,0
Stram,6,0,37,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,65,11000,Stram,False,0,0,0,Fire,0,0,0,-2,0,0,0,0
Zap!,24,0,37,Magical Damage,55,110,150,Area Enemies,False,0,0,600,125,13000,Zap!,False,1000,0,50,Lightning,10,4,100,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Attack,0,0,5,Physical Damage,150,190,80,One Enemy,True,100,100,0,60,9999,Physical Attack,False,0,0,100,Fire,0,0,0,0,0,0,0,0
Delta Burst,0,37,1,Physical Damage,150,270,150,One Enemy,False,0,0,0,270,13000,Physical Attack,False,1000,3000,0,Fire,0,0,0,0,0,0,0,0
Stram,6,0,37,Enemy Buff/Debuff,0,0,0,One Enemy,False,0,0,0,65,11000,Stram,False,0,0,0,Fire,0,0,0,-2,0,0,0,0
Zap!,24,0,37,Magical Damage,55,110,150,Area Enemies,False,0,0,600,125,13000,Zap!,False,1000,0,50,Lightning,10,4,100,0,0,0,0,0
Gravity,8,0,1,Special,0,0,0,Area Enemies,False,0,0,800,60,11000,Gravity,False,0,0,0,Fire,0,0,0,0,0,0,0,12
Combo,0,0,9,Physical Damage,215,260,100,One Enemy,True,60,110,0,30,9999,Physical Attack,False,0,0,70,Fire,0,0,0,0,0,0,0,0
Lotus Flower,0,28,5,Physical Damage,215,260,400,Enemy Line,False,0,0,200,60,13000,Physical Attack,True,1500,3000,150,Fire,0,0,0,0,0,0,0,0
Tornado,0,48,2,Magical Damage,215,260,350,All Enemies,False,0,0,0,120,14000,Physical Attack,True,1500,0,0,Wind,8,0,0,0,0,0,0,0
Gale,9,0,7,Magical Damage,215,190,225,Area Enemies,False,0,0,500,60,12000,Howl,False,1000,0,100,Wind,10,0,0,0,0,0,0,0
Silence,0,20,2,Enemy Buff/Debuff,0,0,0,All Enemies,False,0,0,0,90,11000,Shhh!,False,0,0,0,Fire,0,32,50,0,0,0,0,0
Combo,0,0,1,Physical Damage,240,290,100,One Enemy,True,50,110,0,30,9999,Physical Attack,False,0,0,80,Fire,0,0,0,0,0,0,0,0
Fallen Wings,0,75,2,Magical Damage,240,200,450,All Enemies,False,0,0,0,180,15000,Physical Attack,True,3000,0,80,Fire,0,0,0,0,0,0,0,0
Vanish,0,16,2,Status Change,0,0,0,Unknown,False,0,0,0,120,15000,Vanish,False,0,0,0,Fire,0,0,0,0,0,0,0,22
DragonZap,58,0,9,Magical Damage,240,200,300,Enemy Line,False,0,0,300,150,15000,DragonZap,True,1500,0,120,Lightning,10,4,15,0,0,0,0,0
Burnflame,16,0,7,Magical Damage,240,170,250,Area Enemies,False,0,0,600,120,13000,Burnflame,False,0,0,50,Fire,10,0,0,0,0,0,0,0
